month_invoice,invoice_id,supplier,med_name,packs,price,total_price
2024-05-01,YY7OJQ2VGRUEKUHT,Vet Supplies Co.,FlexiJoint (Dog),9.72,50,486.00000000000006
2024-05-01,P82EZCKO417ZZW29,Vet Pharma Inc.,Frontline Plus,98.0,35,3430.0
2024-05-01,98B8S7NPURWKA5QH,Animal Meds Ltd.,FungalGuard,3.84,40,153.6
2024-05-01,8OMGEHZ3429VF2W1,Vet Supplies Co.,Gabapentin,93.0,55,5115.0
2024-05-01,XJ4QDUH3DH98YEP4,Vet Pharma Inc.,GingivaPlus,4.39,28,122.91999999999999
2024-05-01,32MNO8QYVSP4M8B6,Vet Supplies Co.,Griseofulvin,102.5,15,1537.5
2024-05-01,NRMKYCFFHC0X2G1F,Animal Meds Ltd.,Hill's Prescription Diet w/d,13.65,75,1023.75
2024-05-01,26Z2ET0Y9YS2J0IW,Animal Meds Ltd.,Levothyroxine,11.45,20,229.0
2024-05-01,5B5MCEOFBJ24HB04,Vet Pharma Inc.,Methimazole,42.0,22,924.0
2024-05-01,5F924Z0SN5JIFDJM,Pets Pharma,Metronidazole,202.0,10,2020.0
2024-05-01,04MIVW7DCZJX5KH8,Vet Pharma Inc.,Nutra Thrive Canine,8.7,60,522.0
2024-05-01,RI0BYC873U2JDE9N,Vet Supplies Co.,OncoCare,5.48,85,465.8
2024-05-01,BXYTZ8RE4YVDMS9N,Vet Pharma Inc.,OraVet Dental Gel,43.0,25,1075.0
2024-05-01,K3QFDQ8ZQNDS1MQG,Pets Pharma,OtitisClean,20.6,15,309.0
2024-05-01,53PYG1M528G8EDS9,Vet Pharma Inc.,Otomax (Mometasone Furoate),38.0,45,1710.0
2024-05-01,PWUZYXUGUZBG5B63,Vet Pharma Inc.,Palladia (Toceranib Phosphate),67.5,120,8100.0
2024-05-01,9FYJXTHPRSF3NROT,Vet Pharma Inc.,Petromalt,15.8,25,395.0
2024-05-01,8SYZ99WLV8Q1LL65,Animal Meds Ltd.,Phenobarbital,66.5,30,1995.0
2024-05-01,TWXILTXUL1IW9T6K,Vet Supplies Co.,Prednisolone,16.13,22,354.85999999999996
2024-05-01,FBVPZJLGUTUF12J4,Animal Meds Ltd.,Renal Support RX (Cat),26.33,50,1316.5
2024-05-01,1O5UV1ZY7F3LA3XB,Vet Pharma Inc.,RespiraTonic,7.6,30,228.0
2024-05-01,MOAVLCZUCTQJ1P1E,Vet Pharma Inc.,RetinoGuard,20.8,50,1040.0
2024-05-01,00T7F1RJE6UD1HCO,Vet Pharma Inc.,Rimadyl (Carprofen),121.0,45,5445.0
2024-05-01,ICSSBLS9COI42ERN,Pets Pharma,SlimPaws,6.37,35,222.95000000000002
2024-05-01,A6FH4K5M4EJ1UB98,Vet Pharma Inc.,ThyroVet,27.130000000000003,40,1085.2
2024-05-01,8PXOFA963BCMWAEJ,Animal Meds Ltd.,Tobrex (Tobramycin),135.0,15,2025.0
2024-05-01,DR1KA7CSNDAFEKDS,Animal Meds Ltd.,Torbutrol (Butorphanol Tartrate),19.0,40,760.0
2024-05-01,IAU0ZMH9EYYTL0AC,Pets Pharma,Tresaderm (Antibiotic Drops),76.0,20,1520.0
2024-05-01,HPY05SSLNLFXE2MN,Pets Pharma,UroVet,37.72,28,1056.1599999999999
2024-05-01,32LCSHORGJZH6B3C,Pets Pharma,Vetmedin (Pimobendan),402.0,60,24120.0
2024-05-01,HJK92QMHCGHBNX9F,Animal Meds Ltd.,VetriScience Perio Support,4.68,28,131.04
2024-05-01,KMLWGD2DLN8KEBZU,Vet Supplies Co.,Virbac C.E.T. Enzymatic Oral Gel,45.2,15,678.0
2024-05-01,ZCYJ22UFF7KBHFG8,Animal Meds Ltd.,WetTailMed,11.4,12,136.8
2024-05-01,8WJVTIMO4UP2EWZ1,Animal Meds Ltd.,WormAway,8.77,10,87.69999999999999
2024-05-01,XPZV6MV459BUVRB9,Vet Supplies Co.,WormGuard,6.92,15,103.8
2024-05-01,6V0R9CH5AQ2UDF5J,Animal Meds Ltd.,Zyrtec (Cetirizine),35.2,20,704.0
2024-06-01,KQNDTQ1NVILPQEHJ,Vet Pharma Inc.,Adequan Canine,186.0,50,9300.0
2024-06-01,JPMKHTHC4NV6ZWIS,Animal Meds Ltd.,Adequan Canine Injection,138.0,60,8280.0
2024-06-01,40178RN8OOZMKOO1,Vet Supplies Co.,AllerEx,15.9,22,349.8
2024-06-01,62JZWO1VTP3PRSWH,Vet Pharma Inc.,ArthriFlex,7.12,30,213.6
2024-06-01,3P788DNTTMC7W7X7,Vet Supplies Co.,Arthroflex,41.2,35,1442.0
2024-06-01,I2XJYJNFX268KO4J,Vet Pharma Inc.,Atopica (Cyclosporine),143.5,90,12915.0
2024-06-01,BQETFH8WWRK1P053,Animal Meds Ltd.,Beano,20.9,20,418.0
2024-06-01,1IXSHBRLQWVJI8IM,Vet Pharma Inc.,BoneHeal,11.54,40,461.59999999999997
2024-06-01,OA0AH6U8INEZKOLT,Vet Supplies Co.,Canine Eye Health,3.42,30,102.6
2024-06-01,ZS5O8YTP17URPE0T,Animal Meds Ltd.,CardioVet,34.480000000000004,50,1724.0000000000002
2024-06-01,YIEA3KFXUNW29J44,Pets Pharma,Cephalexin (500 mg),17.0,20,340.0
2024-06-01,B6NX6392BH169KP2,Pets Pharma,Cerenia (Maropitant),131.0,50,6550.0
2024-06-01,A1AEDQ15VIOLOVBL,Animal Meds Ltd.,Clavamox (Amoxicillin + Clavulanic),96.0,25,2400.0
2024-06-01,27E814SIXMCT9PN0,Pets Pharma,Clavamox (Amoxicillin/Clavulanic),98.5,25,2462.5
2024-06-01,XD7C1D93TA9EYXTP,Vet Supplies Co.,CushiVet,18.23,45,820.35
2024-06-01,N2U57NALRUSZYM1B,Vet Supplies Co.,Cystaid,99.5,30,2985.0
2024-06-01,V2RT57J9ICPLAN6T,Animal Meds Ltd.,Dasuquin Advanced,25.85,70,1809.5
2024-06-01,N9BTEOW04X0E1KDP,Vet Supplies Co.,Dermacure,2.74,18,49.32000000000001
2024-06-01,SCTC5J6ADEA030EH,Animal Meds Ltd.,DiarStop,84.6,15,1269.0
2024-06-01,2BK2B0XZP62X56JL,Vet Pharma Inc.,EarClear,10.9,10,109.0
2024-06-01,GPLFP4ITU763XJSG,Pets Pharma,Enrofloxacin (Baytril),53.0,20,1060.0
2024-06-01,5LTUEGT3K8RFGR2J,Vet Pharma Inc.,Enzymatic Dental Gel,4.38,25,109.5
2024-06-01,DDBHQO59RZ5I9VPK,Vet Supplies Co.,EyeClear,20.9,18,376.2
2024-06-01,L83F5UF5CH2L4DSJ,Animal Meds Ltd.,Fenbendazole (Panacur),156.0,22,3432.0
2024-06-01,Q1DI4G9ME062QI0C,Vet Pharma Inc.,FleaGuard,13.46,20,269.20000000000005
2024-06-01,NV80UTNN2SW14TLT,Pets Pharma,FleaStop,5.18,25,129.5
2024-06-01,39I1RI9KE5A2HNBR,Pets Pharma,FlexiJoint (Dog),6.640000000000001,50,332.0
2024-06-01,VO27HI5YP85WVBML,Pets Pharma,Frontline Plus,121.0,35,4235.0
2024-06-01,98UPGVK0VQTQGFKA,Vet Pharma Inc.,FungalGuard,3.56,40,142.4
2024-06-01,K4IW7ZGJOBC77HO3,Animal Meds Ltd.,Gabapentin,73.0,55,4015.0
2024-06-01,9Y8J51R2VVS702KB,Pets Pharma,GingivaPlus,8.15,28,228.20000000000002
2024-06-01,GE9TGBMDTC5W8UL0,Vet Pharma Inc.,Griseofulvin,158.5,15,2377.5
2024-06-01,MCKRWZ9SE159QMJA,Animal Meds Ltd.,Hill's Prescription Diet w/d,7.7,75,577.5
2024-06-01,60DUQMCVI24YXSSX,Pets Pharma,Levothyroxine,12.0,20,240.0
2024-06-01,HIOMY27QW7ITG600,Pets Pharma,Methimazole,67.0,22,1474.0
2024-06-01,F2O02CNS92QLUKNO,Vet Pharma Inc.,Metronidazole,184.0,10,1840.0
2024-06-01,VGS3OFKGE0Z7YRK3,Pets Pharma,Nutra Thrive Canine,8.82,60,529.2
2024-06-01,4PYVOLSOV0MXMVC4,Vet Supplies Co.,OncoCare,11.58,85,984.3
2024-06-01,2F6AQBKIKLF4WZDW,Vet Pharma Inc.,OraVet Dental Gel,42.0,25,1050.0
2024-06-01,VYMN1T9ZD5SIWFEJ,Vet Supplies Co.,OtitisClean,19.1,15,286.5
2024-06-01,WEI1WFKPFJYIM1ZT,Vet Supplies Co.,Otomax (Mometasone Furoate),18.8,45,846.0
2024-06-01,1CEP84U1LKO2J1UE,Animal Meds Ltd.,Palladia (Toceranib Phosphate),77.0,120,9240.0
2024-06-01,3JQ1B0JVHVW6ZFB8,Vet Supplies Co.,Petromalt,22.9,25,572.5
2024-06-01,4PSGEMSUHDDQAM4Y,Pets Pharma,Phenobarbital,65.5,30,1965.0
2024-06-01,NSE6907U7JUZJI51,Vet Pharma Inc.,Prednisolone,5.29,22,116.38
2024-06-01,8I750CZFCSYGASYP,Vet Pharma Inc.,Renal Support RX (Cat),25.880000000000003,50,1294.0000000000002
2024-06-01,G8G5FX1ZJRGU3NSM,Animal Meds Ltd.,RespiraTonic,4.96,30,148.8
2024-06-01,L0Y12UZJ36WKDRGP,Animal Meds Ltd.,RetinoGuard,20.9,50,1045.0
2024-06-01,RZPY540B69WMW1V3,Animal Meds Ltd.,Rimadyl (Carprofen),126.0,45,5670.0
2024-06-01,NOSDYQ69KOJB2AN5,Animal Meds Ltd.,SlimPaws,4.53,35,158.55
2024-06-01,L4QP8B5BIID7HHOR,Animal Meds Ltd.,ThyroVet,30.990000000000002,40,1239.6000000000001
2024-06-01,OO6ND1VD5F9D00PA,Pets Pharma,Tobrex (Tobramycin),83.5,15,1252.5
2024-06-01,QNSQOC2TDGYNM45Z,Animal Meds Ltd.,Torbutrol (Butorphanol Tartrate),20.5,40,820.0
2024-06-01,US8R4GFCBDEFRXLG,Pets Pharma,Tresaderm (Antibiotic Drops),87.0,20,1740.0
2024-06-01,GNVFC6O03R1IQ85H,Pets Pharma,UroVet,28.43,28,796.04
2024-06-01,LI7XSIZHUC0I39KA,Pets Pharma,Vetmedin (Pimobendan),659.0,60,39540.0
2024-06-01,EE1EH6M316TSS8RE,Vet Supplies Co.,VetriScience Perio Support,10.16,28,284.48
2024-06-01,QZGO0UWLZR1TGGM4,Animal Meds Ltd.,Virbac C.E.T. Enzymatic Oral Gel,30.200000000000003,15,453.00000000000006
2024-06-01,OIACHODARS8ED4Y9,Animal Meds Ltd.,WetTailMed,7.2,12,86.4
2024-06-01,1LFLF9PUFHAGWXZH,Pets Pharma,WormAway,10.83,10,108.3
2024-06-01,HMHRYWG4TL9SQSSI,Animal Meds Ltd.,WormGuard,10.96,15,164.4
2024-06-01,C3DL31MO9PN1MA0X,Pets Pharma,Zyrtec (Cetirizine),26.799999999999997,20,536.0
2024-07-01,1LKKXA1I13S8Q03D,Vet Pharma Inc.,Adequan Canine,145.0,50,7250.0
2024-07-01,18Y259B02GIM6ZTW,Pets Pharma,Adequan Canine Injection,156.0,60,9360.0
2024-07-01,Q2RL73E0S2BYQ62H,Vet Pharma Inc.,AllerEx,5.6899999999999995,22,125.17999999999999
2024-07-01,B5XHENY2G8XX5WMS,Animal Meds Ltd.,ArthriFlex,4.98,30,149.4
2024-07-01,RJ0QY375CZ5SPLJG,Pets Pharma,Arthroflex,49.8,35,1743.0
2024-07-01,YV2LPKMXIKYY6H2P,Pets Pharma,Atopica (Cyclosporine),166.5,90,14985.0
2024-07-01,RGRL6SOOEC0HWRRJ,Pets Pharma,Beano,9.0,20,180.0
2024-07-01,H93BUEK6IJPBOH9N,Vet Supplies Co.,BoneHeal,10.76,40,430.4
2024-07-01,ETCP574P31HK8349,Animal Meds Ltd.,Canine Eye Health,12.34,30,370.2
2024-07-01,B0PL1PK6XX8TE5X3,Pets Pharma,CardioVet,35.84,50,1792.0000000000002
2024-07-01,PKBC8XSZOC57E9P5,Vet Supplies Co.,Cephalexin (500 mg),59.0,20,1180.0
2024-07-01,ZI8EVHXAQH9I54TW,Animal Meds Ltd.,Cerenia (Maropitant),124.0,50,6200.0
2024-07-01,V666LY73PWIPJVBR,Animal Meds Ltd.,Clavamox (Amoxicillin + Clavulanic),172.5,25,4312.5
2024-07-01,85F598FOGQX5ZXZ5,Vet Pharma Inc.,Clavamox (Amoxicillin/Clavulanic),62.0,25,1550.0
2024-07-01,I4CTSM3GWZCOA9JC,Vet Supplies Co.,CushiVet,17.9,45,805.4999999999999
2024-07-01,ZM0KWWGDFEOYWK4M,Animal Meds Ltd.,Cystaid,103.5,30,3105.0
2024-07-01,DNGAWGL540ASGCK8,Animal Meds Ltd.,Dasuquin Advanced,36.5,70,2555.0
2024-07-01,KHTMFGMNDLZ2X34A,Vet Pharma Inc.,Dermacure,0.68,18,12.24
2024-07-01,4GSY0HEEQMGPKF75,Vet Pharma Inc.,DiarStop,58.72,15,880.8
2024-07-01,WRJBUFUCJXHSDHT7,Vet Supplies Co.,EarClear,29.8,10,298.0
2024-07-01,TN5UOG02VY8IW108,Vet Pharma Inc.,Enrofloxacin (Baytril),78.5,20,1570.0
2024-07-01,JVT9ZH0LX0GB4QC0,Vet Pharma Inc.,Enzymatic Dental Gel,4.6,25,114.99999999999999
2024-07-01,BWXFW0FDSKBF53AE,Pets Pharma,EyeClear,49.1,18,883.8000000000001
2024-07-01,O30NSA5YE8WKECKB,Pets Pharma,Fenbendazole (Panacur),98.0,22,2156.0
2024-07-01,N7R32HPSJZZE5PFF,Vet Supplies Co.,FleaGuard,6.93,20,138.6
2024-07-01,4LZAZNXOSBQEPCRZ,Vet Supplies Co.,FleaStop,13.67,25,341.75
2024-07-01,V62V8YD7K442MJ76,Pets Pharma,FlexiJoint (Dog),10.620000000000001,50,531.0
2024-07-01,QN7RKLMRHPGOSK11,Vet Pharma Inc.,Frontline Plus,314.0,35,10990.0
2024-07-01,WMQ8QNW2KQV2F5U1,Vet Supplies Co.,FungalGuard,10.06,40,402.40000000000003
2024-07-01,DFV9PW73DH1QJFM3,Vet Supplies Co.,Gabapentin,68.0,55,3740.0
2024-07-01,3VEI43INX8CK5MOG,Animal Meds Ltd.,GingivaPlus,6.23,28,174.44
2024-07-01,UNVJ4SFC871ZSNHF,Animal Meds Ltd.,Griseofulvin,125.0,15,1875.0
2024-07-01,PY6XQ0I3YAG26FHA,Vet Pharma Inc.,Hill's Prescription Diet w/d,5.7,75,427.5
2024-07-01,4W3V282ED5L3EKVE,Vet Supplies Co.,Levothyroxine,10.7,20,214.0
2024-07-01,NE6GC9IUVXJ9DXM0,Animal Meds Ltd.,Methimazole,88.75,22,1952.5
2024-07-01,OAN0SQLMOLN39E93,Animal Meds Ltd.,Metronidazole,277.0,10,2770.0
2024-07-01,MICE71518ZLPZ018,Animal Meds Ltd.,Nutra Thrive Canine,7.58,60,454.8
2024-07-01,ZBR6I8FJ9G54POFW,Pets Pharma,OncoCare,13.629999999999999,85,1158.55
2024-07-01,3AEXY039EI2PII6I,Pets Pharma,OraVet Dental Gel,58.25,25,1456.25
2024-07-01,L478SHMDHBDSPWDU,Pets Pharma,OtitisClean,26.3,15,394.5
2024-07-01,DNQDDAIID2CBKOLJ,Vet Supplies Co.,Otomax (Mometasone Furoate),50.6,45,2277.0
2024-07-01,K3NMV2WURHR69IID,Animal Meds Ltd.,Palladia (Toceranib Phosphate),91.0,120,10920.0
2024-07-01,Z015FC433KG5MRXQ,Vet Supplies Co.,Petromalt,15.4,25,385.0
2024-07-01,CJ1OCL0RAQMVENGA,Vet Pharma Inc.,Phenobarbital,124.0,30,3720.0
2024-07-01,JLO4R1IQ74R127I6,Vet Pharma Inc.,Prednisolone,18.55,22,408.1
2024-07-01,CMJCKU9Z70U6CL9Y,Vet Pharma Inc.,Renal Support RX (Cat),27.090000000000003,50,1354.5000000000002
2024-07-01,EZSRSCYDZCNGPDCE,Vet Supplies Co.,RespiraTonic,8.84,30,265.2
2024-07-01,UJ0WO4H8BK8Z4S0U,Animal Meds Ltd.,RetinoGuard,36.6,50,1830.0
2024-07-01,R7HFG9QVIAXQUV29,Animal Meds Ltd.,Rimadyl (Carprofen),129.5,45,5827.5
2024-07-01,5NMBL2AV1FOJMV27,Vet Pharma Inc.,SlimPaws,14.43,35,505.05
2024-07-01,E3BP2R4VP5JNX0GX,Animal Meds Ltd.,ThyroVet,34.18,40,1367.2
2024-07-01,BLUC003O7AOZMRPL,Vet Supplies Co.,Tobrex (Tobramycin),160.5,15,2407.5
2024-07-01,SOWWGVNWZWRLEB2F,Pets Pharma,Torbutrol (Butorphanol Tartrate),33.5,40,1340.0
2024-07-01,0XXMNICJ97HKEKNH,Animal Meds Ltd.,Tresaderm (Antibiotic Drops),124.5,20,2490.0
2024-07-01,6BPJQFCZHHZ702Q0,Animal Meds Ltd.,UroVet,55.05,28,1541.3999999999999
2024-07-01,BL9U9TUDWXL6CRBX,Pets Pharma,Vetmedin (Pimobendan),725.0,60,43500.0
2024-07-01,YTVOSW2049LGV7SX,Animal Meds Ltd.,VetriScience Perio Support,6.42,28,179.76
2024-07-01,K1F3JA9DHWLQ5D9Q,Vet Pharma Inc.,Virbac C.E.T. Enzymatic Oral Gel,35.0,15,525.0
2024-07-01,ZOE5Z6930GD0G7XS,Vet Pharma Inc.,WetTailMed,17.7,12,212.39999999999998
2024-07-01,29JBMHG3FR1IXIQ0,Pets Pharma,WormAway,2.98,10,29.8
2024-07-01,E8DSGYVZYTPY68UD,Vet Pharma Inc.,WormGuard,9.23,15,138.45000000000002
2024-07-01,D17OJAMJ12ZO2T3Q,Vet Pharma Inc.,Zyrtec (Cetirizine),48.5,20,970.0
2024-08-01,5DWHWQ2MA71N72R1,Animal Meds Ltd.,Adequan Canine,251.0,50,12550.0
2024-08-01,XERMFYD6ER105Y1H,Vet Pharma Inc.,Adequan Canine Injection,170.0,60,10200.0
2024-08-01,9W938WMUVCHLM3UQ,Vet Pharma Inc.,AllerEx,17.75,22,390.5
2024-08-01,CYENNHGZD6K7AM0Y,Vet Supplies Co.,ArthriFlex,3.96,30,118.8
2024-08-01,IJAGRX5Z2AE0OIFZ,Animal Meds Ltd.,Arthroflex,26.0,35,910.0
2024-08-01,UIKLSD6T17S4N1KO,Pets Pharma,Atopica (Cyclosporine),241.5,90,21735.0
2024-08-01,Q1ULQKDF59FAF7CO,Vet Supplies Co.,Beano,22.700000000000003,20,454.00000000000006
2024-08-01,M339P7QNF7FX6T7W,Vet Pharma Inc.,BoneHeal,6.24,40,249.60000000000002
2024-08-01,2758SI742RH9PVJE,Animal Meds Ltd.,Canine Eye Health,10.56,30,316.8
2024-08-01,KAQJSW8G8JHDIUJQ,Vet Supplies Co.,CardioVet,36.480000000000004,50,1824.0000000000002
2024-08-01,IDIX78IQDY77JL5Y,Pets Pharma,Cephalexin (500 mg),22.0,20,440.0
2024-08-01,DHAN5Z3879D88AZF,Pets Pharma,Cerenia (Maropitant),90.0,50,4500.0
2024-08-01,TPXNL48A68PC29XZ,Pets Pharma,Clavamox (Amoxicillin + Clavulanic),172.5,25,4312.5
2024-08-01,7X7O23RPW8QDF8VE,Vet Supplies Co.,Clavamox (Amoxicillin/Clavulanic),71.0,25,1775.0
2024-08-01,NXDIY6QEQ9OPQ5LC,Pets Pharma,CushiVet,20.4,45,917.9999999999999
2024-08-01,HX36K7KF58KZKWQ3,Animal Meds Ltd.,Cystaid,146.0,30,4380.0
2024-08-01,7T9QBDXK0A8WDLH1,Vet Pharma Inc.,Dasuquin Advanced,40.75,70,2852.5
2024-08-01,O4JAQ2VOHRQQF7U2,Animal Meds Ltd.,Dermacure,5.0,18,90.0
2024-08-01,MIRCH4Q0K0NX6PUN,Pets Pharma,DiarStop,88.88,15,1333.1999999999998
2024-08-01,03UC9Q6BD7LO2TQR,Vet Pharma Inc.,EarClear,25.200000000000003,10,252.00000000000003
2024-08-01,0Q5U9KOP8KILLIOW,Vet Supplies Co.,Enrofloxacin (Baytril),108.5,20,2170.0
2024-08-01,YNTHEXATOBCUG0XQ,Vet Supplies Co.,Enzymatic Dental Gel,1.34,25,33.5
2024-08-01,T7MXZ8YVXW8PR8P5,Vet Supplies Co.,EyeClear,38.7,18,696.6
2024-08-01,5OWL8SCZO9C8A7SH,Vet Pharma Inc.,Fenbendazole (Panacur),248.0,22,5456.0
2024-08-01,V6M1AAXCFVR6I9AF,Animal Meds Ltd.,FleaGuard,17.05,20,341.0
2024-08-01,SFGY7B4V2OPWBA3I,Vet Supplies Co.,FleaStop,12.120000000000001,25,303.0
2024-08-01,JWI40O7GR25JPQBV,Vet Supplies Co.,FlexiJoint (Dog),18.0,50,900.0
2024-08-01,EYLSRUJC4BY34NC6,Vet Pharma Inc.,Frontline Plus,229.0,35,8015.0
2024-08-01,G68FQ0RCKDXRNIFL,Pets Pharma,FungalGuard,5.68,40,227.2
2024-08-01,ZYRL6SMZOF4CAJRR,Pets Pharma,Gabapentin,48.0,55,2640.0
2024-08-01,ERUYJQITRPPBXTDQ,Pets Pharma,GingivaPlus,5.81,28,162.67999999999998
2024-08-01,8GAUTMXE8QTB48OV,Vet Supplies Co.,Griseofulvin,236.5,15,3547.5
2024-08-01,BJ3CKHB5OYX60CEY,Vet Supplies Co.,Hill's Prescription Diet w/d,14.65,75,1098.75
2024-08-01,64KP4HZT99BH8379,Animal Meds Ltd.,Levothyroxine,10.25,20,205.0
2024-08-01,RLF3KKKS1ZTO1J2R,Vet Pharma Inc.,Methimazole,74.75,22,1644.5
2024-08-01,8IO9EZ5HZINNHSQH,Vet Pharma Inc.,Metronidazole,308.0,10,3080.0
2024-08-01,014YXXLTW2YWCH0V,Pets Pharma,Nutra Thrive Canine,7.32,60,439.20000000000005
2024-08-01,EN58RAIOTFS264QX,Animal Meds Ltd.,OncoCare,15.469999999999999,85,1314.9499999999998
2024-08-01,2ZKYONJQZWHE4CVI,Pets Pharma,OraVet Dental Gel,56.75,25,1418.75
2024-08-01,ZRL6F29NXJJYSLDW,Vet Supplies Co.,OtitisClean,29.4,15,441.0
2024-08-01,WHZ9YEBQEA0SK9F5,Vet Pharma Inc.,Otomax (Mometasone Furoate),38.6,45,1737.0
2024-08-01,XYSQJ8K7C09UO75I,Vet Pharma Inc.,Palladia (Toceranib Phosphate),148.0,120,17760.0
2024-08-01,429D8PZACCYPVPAB,Animal Meds Ltd.,Petromalt,35.7,25,892.5000000000001
2024-08-01,13I6CKEBS1EA1R5B,Animal Meds Ltd.,Phenobarbital,87.5,30,2625.0
2024-08-01,S1VFDYL53QH747NQ,Pets Pharma,Prednisolone,22.060000000000002,22,485.32000000000005
2024-08-01,4HDVHR3AZA9TL8NY,Animal Meds Ltd.,Renal Support RX (Cat),38.620000000000005,50,1931.0000000000002
2024-08-01,9PXFQO7CEOO1U3PL,Vet Pharma Inc.,RespiraTonic,7.5600000000000005,30,226.8
2024-08-01,37ZOGWXIENJJEE5N,Vet Pharma Inc.,RetinoGuard,28.4,50,1420.0
2024-08-01,M9KYKW224XQ6OQ66,Vet Supplies Co.,Rimadyl (Carprofen),183.0,45,8235.0
2024-08-01,RP2MLOGK95PTQ8SK,Pets Pharma,SlimPaws,5.07,35,177.45000000000002
2024-08-01,XFH9KEOE5YY4G6RI,Vet Supplies Co.,ThyroVet,22.060000000000002,40,882.4000000000001
2024-08-01,KVOF23TX55OB7D5W,Vet Supplies Co.,Tobrex (Tobramycin),197.0,15,2955.0
2024-08-01,6K5EXQIKUCJKTDPU,Vet Pharma Inc.,Torbutrol (Butorphanol Tartrate),45.0,40,1800.0
2024-08-01,KHY3PYQJ3XAM333U,Pets Pharma,Tresaderm (Antibiotic Drops),90.0,20,1800.0
2024-08-01,ZSYEEOTV34V58N4J,Animal Meds Ltd.,UroVet,51.46,28,1440.88
2024-08-01,9LP85GNXH11UDRGI,Vet Pharma Inc.,Vetmedin (Pimobendan),910.0,60,54600.0
2024-08-01,ZVH7MPD1TKW2X0MT,Vet Pharma Inc.,VetriScience Perio Support,10.66,28,298.48
2024-08-01,YXEE12HSCVGHMH80,Pets Pharma,Virbac C.E.T. Enzymatic Oral Gel,92.2,15,1383.0
2024-08-01,9R5AYFZFOJ59N4O6,Animal Meds Ltd.,WetTailMed,15.0,12,180.0
2024-08-01,XJOPLW17B9BMNU50,Vet Supplies Co.,WormAway,15.719999999999999,10,157.2
2024-08-01,3U5X8SNPO7Y5F06W,Pets Pharma,WormGuard,13.04,15,195.6
2024-08-01,U6M6HFH6Z3X6K433,Animal Meds Ltd.,Zyrtec (Cetirizine),47.4,20,948.0
2024-09-01,FHVCE5055A7NVTCH,Vet Pharma Inc.,Adequan Canine,220.0,50,11000.0
2024-09-01,LKQJNY21Z1UJL2WX,Vet Supplies Co.,Adequan Canine Injection,163.0,60,9780.0
2024-09-01,LBAAUCMW93HZV739,Animal Meds Ltd.,AllerEx,13.32,22,293.04
2024-09-01,2S8BTI2X07EWVB2T,Vet Pharma Inc.,ArthriFlex,7.08,30,212.4
2024-09-01,ILDJKOEPGB7I7FNT,Vet Supplies Co.,Arthroflex,55.2,35,1932.0
2024-09-01,ZOKHQUMVFQQLH771,Animal Meds Ltd.,Atopica (Cyclosporine),238.0,90,21420.0
2024-09-01,V2X2VJYCL9522KFD,Vet Supplies Co.,Beano,27.4,20,548.0
2024-09-01,3DF9G42CWUQCQ0ZC,Vet Pharma Inc.,BoneHeal,5.640000000000001,40,225.60000000000002
2024-09-01,HRCCLJRKTU09AJAY,Pets Pharma,Canine Eye Health,13.16,30,394.8
2024-09-01,59M907BHQA3NVHBS,Animal Meds Ltd.,CardioVet,42.36,50,2118.0
2024-09-01,0VOYWQRQOR36VVYK,Vet Pharma Inc.,Cephalexin (500 mg),87.0,20,1740.0
2024-09-01,K8495CBOGE7UEF82,Pets Pharma,Cerenia (Maropitant),267.0,50,13350.0
2024-09-01,4VLCXILHI619ZL08,Vet Pharma Inc.,Clavamox (Amoxicillin + Clavulanic),239.5,25,5987.5
2024-09-01,4TRYO1ALF1M06N9H,Vet Supplies Co.,Clavamox (Amoxicillin/Clavulanic),218.5,25,5462.5
2024-09-01,S8H1X4B3DFID5WYJ,Pets Pharma,CushiVet,32.67,45,1470.15
2024-09-01,28VGNS2UJ14H7QIG,Vet Pharma Inc.,Cystaid,94.0,30,2820.0
2024-09-01,EG1ROY7JM0ZVJ2DY,Vet Supplies Co.,Dasuquin Advanced,44.650000000000006,70,3125.5000000000005
2024-09-01,3ZT4PZACM5QVFLQL,Pets Pharma,Dermacure,9.92,18,178.56
2024-09-01,7EL7COZBSL217ADM,Vet Pharma Inc.,DiarStop,136.65,15,2049.75
2024-09-01,YNMRDXQPJ0N6SPGK,Vet Supplies Co.,EarClear,31.3,10,313.0
2024-09-01,MDMXEES6L230CSBT,Pets Pharma,Enrofloxacin (Baytril),123.5,20,2470.0
2024-09-01,OKP6QL481MONTVUO,Vet Pharma Inc.,Enzymatic Dental Gel,1.4000000000000001,25,35.0
2024-09-01,BS7U79VE7NIJAKL0,Animal Meds Ltd.,EyeClear,47.7,18,858.6
2024-09-01,XVMJICBFS64PZ2DR,Vet Supplies Co.,Fenbendazole (Panacur),347.0,22,7634.0
2024-09-01,OIYFR0A3741EKO3E,Animal Meds Ltd.,FleaGuard,15.17,20,303.4
2024-09-01,HB9O0B3CY2NVVPAS,Vet Supplies Co.,FleaStop,11.1,25,277.5
2024-09-01,8T1JERI6MXUI97RE,Pets Pharma,FlexiJoint (Dog),14.58,50,729.0
2024-09-01,R3QHP71SI1R97QUP,Animal Meds Ltd.,Frontline Plus,212.0,35,7420.0
2024-09-01,WRYHXQPGBX45KVA5,Vet Pharma Inc.,FungalGuard,11.08,40,443.2
2024-09-01,XQ03JPJDAS9CFANZ,Animal Meds Ltd.,Gabapentin,91.0,55,5005.0
